day,job_name,creation_time,distance_unit,included_speed_limits,network_name,zone_id,probe_source,map_version,date_range_id,date_range_name,date_from,date_to,time_set_id,time_set_name,time_set_days,time_set_times,segment_id,new_segment_id,street_name,frc,speed_limit,distance_m,geometry_wkt,harmonic_avg_speed,average_speed,median_speed,speed_stddev,sample_size,normalized_sample_size,average_travel_time,median_travel_time,travel_time_stddev,travel_time_ratio,p5,p10,p15,p20,p25,p30,p35,p40,p45,p50,p55,p60,p65,p70,p75,p80,p85,p90,p95
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201839214592,1285520201839214592,Vikas Marg,3,50,129.07,"LINESTRING(77.24901 28.62812,77.24832 28.62812,77.24769 28.62813)",5.9,8.2,7.1,4.5,427,0.5663,78.33,65.44,47.59,2.44,3,3,4,4,4,5,6,6,7,7,8,9,10,11,11,12,13,14,16
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201839214592,1285520201839214592,Vikas Marg,3,50,129.07,"LINESTRING(77.24901 28.62812,77.24832 28.62812,77.24769 28.62813)",6.1,7.8,6.7,4.4,363,0.6101,76.65,69.35,40.83,2.19,3,3,4,5,5,5,6,6,6,7,7,8,8,9,10,11,12,13,14
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201851338752,1285520201851338752,Vikas Marg,3,70,68.71,"LINESTRING(77.24708 28.62824,77.24778 28.62824)",30.6,35.9,36.0,8.9,222,0.2887,8.09,6.87,8.15,1.11,23,26,27,29,30,31,33,34,35,36,37,38,39,40,41,43,44,46,49
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201851338752,1285520201851338752,Vikas Marg,3,70,68.71,"LINESTRING(77.24708 28.62824,77.24778 28.62824)",32.1,33.9,33.5,7.3,259,0.3198,7.71,7.38,2.17,1.14,22,25,26,28,30,31,32,32,33,34,34,35,36,37,38,40,41,43,47
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201851338752,1285520201851338752,Vikas Marg,3,70,68.71,"LINESTRING(77.24708 28.62824,77.24778 28.62824)",31.7,34.9,35.1,8.5,272,0.3762,7.81,7.05,4.32,1.11,22,25,28,29,30,31,32,33,34,35,36,37,38,39,40,42,43,46,48
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201851338752,1285520201851338752,Vikas Marg,3,70,68.71,"LINESTRING(77.24708 28.62824,77.24778 28.62824)",32.5,35.6,34.8,10.6,253,0.3355,7.61,7.11,2.72,1.08,22,24,26,28,30,31,32,33,34,35,36,36,38,39,40,42,45,48,55
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201851338752,1285520201851338752,Vikas Marg,3,70,68.71,"LINESTRING(77.24708 28.62824,77.24778 28.62824)",32.2,35.6,34.8,10.2,197,0.3311,7.67,7.11,3.2,1.08,21,24,26,28,30,31,32,33,34,35,36,38,39,41,42,43,45,46,51
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201860644864,1285520201860644864,Noida Link Road,2,45,280.72,"LINESTRING(77.27267 28.62701,77.27291 28.62693,77.27302 28.6269,77.27314 28.62689,77.27326 28.6269,77.27335 28.62691,77.27344 28.62693,77.27355 28.62696,77.27365 28.62702,77.27372 28.62708,77.27379 28.62716,77.27385 28.62725,77.27388 28.62735,77.27388 28.62744,77.27388 28.62754,77.27386 28.62763,77.27382 28.6277,77.27376 28.62779,77.27369 28.62785,77.27362 28.62791,77.27353 28.62795,77.2734 28.628,77.27332 28.62801,77.27298 28.62807)",37.9,38.6,39.1,4.9,55,0.0715,26.64,25.85,3.75,0.97,31,33,34,35,36,36,36,37,38,39,40,40,40,41,42,43,44,45,47
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201860644864,1285520201860644864,Noida Link Road,2,45,280.72,"LINESTRING(77.27267 28.62701,77.27291 28.62693,77.27302 28.6269,77.27314 28.62689,77.27326 28.6269,77.27335 28.62691,77.27344 28.62693,77.27355 28.62696,77.27365 28.62702,77.27372 28.62708,77.27379 28.62716,77.27385 28.62725,77.27388 28.62735,77.27388 28.62744,77.27388 28.62754,77.27386 28.62763,77.27382 28.6277,77.27376 28.62779,77.27369 28.62785,77.27362 28.62791,77.27353 28.62795,77.2734 28.628,77.27332 28.62801,77.27298 28.62807)",36.8,37.4,37.5,4.6,68,0.084,27.45,26.95,3.79,1.05,30,32,33,34,34,35,36,36,37,38,38,39,39,40,41,42,42,44,44
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201860644864,1285520201860644864,Noida Link Road,2,45,280.72,"LINESTRING(77.27267 28.62701,77.27291 28.62693,77.27302 28.6269,77.27314 28.62689,77.27326 28.6269,77.27335 28.62691,77.27344 28.62693,77.27355 28.62696,77.27365 28.62702,77.27372 28.62708,77.27379 28.62716,77.27385 28.62725,77.27388 28.62735,77.27388 28.62744,77.27388 28.62754,77.27386 28.62763,77.27382 28.6277,77.27376 28.62779,77.27369 28.62785,77.27362 28.62791,77.27353 28.62795,77.2734 28.628,77.27332 28.62801,77.27298 28.62807)",38.3,38.8,38.8,4.3,43,0.0595,26.36,26.05,3.09,1.01,31,33,34,36,37,37,38,38,38,39,39,40,41,41,41,42,43,44,46
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201860644864,1285520201860644864,Noida Link Road,2,45,280.72,"LINESTRING(77.27267 28.62701,77.27291 28.62693,77.27302 28.6269,77.27314 28.62689,77.27326 28.6269,77.27335 28.62691,77.27344 28.62693,77.27355 28.62696,77.27365 28.62702,77.27372 28.62708,77.27379 28.62716,77.27385 28.62725,77.27388 28.62735,77.27388 28.62744,77.27388 28.62754,77.27386 28.62763,77.27382 28.6277,77.27376 28.62779,77.27369 28.62785,77.27362 28.62791,77.27353 28.62795,77.2734 28.628,77.27332 28.62801,77.27298 28.62807)",37.1,37.6,36.4,4.4,44,0.0584,27.27,27.76,3.14,1.05,32,32,33,34,34,35,35,35,36,36,38,39,40,40,41,41,42,44,45
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201860644864,1285520201860644864,Noida Link Road,2,45,280.72,"LINESTRING(77.27267 28.62701,77.27291 28.62693,77.27302 28.6269,77.27314 28.62689,77.27326 28.6269,77.27335 28.62691,77.27344 28.62693,77.27355 28.62696,77.27365 28.62702,77.27372 28.62708,77.27379 28.62716,77.27385 28.62725,77.27388 28.62735,77.27388 28.62744,77.27388 28.62754,77.27386 28.62763,77.27382 28.6277,77.27376 28.62779,77.27369 28.62785,77.27362 28.62791,77.27353 28.62795,77.2734 28.628,77.27332 28.62801,77.27298 28.62807)",38.2,38.8,38.9,5.1,42,0.0706,26.48,25.98,3.49,1.01,31,32,33,35,35,35,37,38,38,39,39,41,41,41,42,42,44,46,48
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201873326080,1285520201873326080,Noida Link Road,4,70,23.93,"LINESTRING(77.27631 28.62373,77.27652 28.62361)",37.9,43.1,35.1,21.5,10,0.013,2.27,2.45,0.68,1.02,25,25,32,32,33,33,35,35,35,35,38,38,40,40,44,44,48,48,102
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201873326080,1285520201873326080,Noida Link Road,4,70,23.93,"LINESTRING(77.27631 28.62373,77.27652 28.62361)",38.2,39.1,38.8,6.8,9,0.0111,2.26,2.22,0.34,0.47,32,32,33,33,33,33,37,37,39,39,39,39,39,40,40,44,44,54,54
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201873326080,1285520201873326080,Noida Link Road,4,70,23.93,"LINESTRING(77.27631 28.62373,77.27652 28.62361)",29.7,33.8,33.0,11.3,6,0.0083,2.9,2.61,1.37,1.53,15,15,15,31,31,31,33,33,33,33,36,36,36,38,38,38,50,50,50
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201873326080,1285520201873326080,Noida Link Road,4,70,23.93,"LINESTRING(77.27631 28.62373,77.27652 28.62361)",37.0,50.5,38.3,38.3,7,0.0093,2.33,2.25,1.19,0.35,19,19,31,31,31,36,36,36,38,38,38,39,39,39,57,57,57,134,134
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201873326080,1285520201873326080,Noida Link Road,4,70,23.93,"LINESTRING(77.27631 28.62373,77.27652 28.62361)",16.1,44.3,46.5,26.6,7,0.0118,5.35,1.85,9.17,2.66,3,3,31,31,31,36,36,36,47,47,47,50,50,50,53,53,53,91,91
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201878142976,1285520201878142976,Geeta Colony Road,2,60,34.31,"LINESTRING(77.27158 28.63108,77.27177 28.63082)",34.0,36.1,36.2,8.5,27,0.0351,3.64,3.41,0.98,0.93,22,24,25,29,30,33,35,35,35,36,37,38,39,41,43,44,45,47,50
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201878142976,1285520201878142976,Geeta Colony Road,2,60,34.31,"LINESTRING(77.27158 28.63108,77.27177 28.63082)",33.0,37.4,39.8,10.7,37,0.0457,3.74,3.1,1.8,0.74,13,22,26,27,31,35,36,38,39,40,41,41,42,42,44,45,46,48,52
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201878142976,1285520201878142976,Geeta Colony Road,2,60,34.31,"LINESTRING(77.27158 28.63108,77.27177 28.63082)",31.0,36.1,37.7,10.0,31,0.0429,3.99,3.28,2.45,0.76,11,25,28,31,31,32,34,35,37,38,38,39,41,42,43,44,47,47,50
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201878142976,1285520201878142976,Geeta Colony Road,2,60,34.31,"LINESTRING(77.27158 28.63108,77.27177 28.63082)",34.1,36.8,38.6,9.8,36,0.0477,3.62,3.2,1.11,0.88,21,21,25,28,30,31,34,34,37,39,40,40,42,43,43,45,45,46,56
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201878142976,1285520201878142976,Geeta Colony Road,2,60,34.31,"LINESTRING(77.27158 28.63108,77.27177 28.63082)",21.9,35.1,33.8,12.4,30,0.0504,5.65,3.65,10.65,1.66,18,22,23,26,28,30,32,32,34,34,34,35,36,37,42,44,47,51,60
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201890398208,1285520201890398208,,4,70,54.99,"LINESTRING(77.25242 28.63506,77.25269 28.63504,77.25298 28.63501)",15.4,22.0,9.9,17.1,2,0.0026,12.9,20.0,10.03,0.0,10,10,10,10,10,10,10,10,10,10,34,34,34,34,34,34,34,34,34
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201890398208,1285520201890398208,,4,70,54.99,"LINESTRING(77.25242 28.63506,77.25269 28.63504,77.25298 28.63501)",31.7,31.8,30.7,1.5,2,0.0025,6.24,6.45,0.29,0.5,31,31,31,31,31,31,31,31,31,31,33,33,33,33,33,33,33,33,33
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201890398208,1285520201890398208,,4,70,54.99,"LINESTRING(77.25242 28.63506,77.25269 28.63504,77.25298 28.63501)",14.4,14.4,14.4,0.0,1,0.0014,13.75,13.75,0.0,2.05,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201890398208,1285520201890398208,,4,70,54.99,"LINESTRING(77.25242 28.63506,77.25269 28.63504,77.25298 28.63501)",21.7,25.8,15.5,14.6,2,0.0027,9.13,12.77,5.15,0.52,16,16,16,16,16,16,16,16,16,16,36,36,36,36,36,36,36,36,36
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201890398208,1285520201890398208,,4,70,54.99,"LINESTRING(77.25242 28.63506,77.25269 28.63504,77.25298 28.63501)",0.0,0.0,0.0,,0,0.0,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201890398209,1285520201890398209,,4,70,54.99,"LINESTRING(77.25298 28.63501,77.25269 28.63504,77.25242 28.63506)",6.4,20.5,3.5,24.0,2,0.0026,30.93,56.56,36.25,0.0,4,4,4,4,4,4,4,4,4,4,37,37,37,37,37,37,37,37,37
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201890398209,1285520201890398209,,4,70,54.99,"LINESTRING(77.25298 28.63501,77.25269 28.63504,77.25242 28.63506)",34.0,34.0,34.0,0.0,1,0.0012,5.82,5.82,0.0,2.38,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201890398209,1285520201890398209,,4,70,54.99,"LINESTRING(77.25298 28.63501,77.25269 28.63504,77.25242 28.63506)",27.4,28.2,23.4,6.8,2,0.0028,7.23,8.46,1.74,0.89,23,23,23,23,23,23,23,23,23,23,33,33,33,33,33,33,33,33,33
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201890398209,1285520201890398209,,4,70,54.99,"LINESTRING(77.25298 28.63501,77.25269 28.63504,77.25242 28.63506)",15.6,21.8,21.1,10.8,4,0.0053,12.69,9.38,10.22,1.0,7,7,7,7,7,21,21,21,21,21,27,27,27,27,27,32,32,32,32
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201890398209,1285520201890398209,,4,70,54.99,"LINESTRING(77.25298 28.63501,77.25269 28.63504,77.25242 28.63506)",18.8,18.8,18.8,0.0,1,0.0017,10.53,10.53,0.0,1.68,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201890627584,1285520201890627584,Noida Link Road,2,70,46.75,"LINESTRING(77.27481 28.62601,77.27502 28.62563)",30.0,32.8,32.3,8.2,122,0.1586,5.61,5.21,2.31,1.18,17,24,26,27,28,29,30,31,32,32,34,35,36,37,38,40,42,43,45
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201890627584,1285520201890627584,Noida Link Road,2,70,46.75,"LINESTRING(77.27481 28.62601,77.27502 28.62563)",33.2,35.0,35.3,7.0,117,0.1444,5.07,4.77,1.47,1.07,22,25,28,30,32,33,33,34,35,35,36,37,39,39,40,41,42,43,46
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201890627584,1285520201890627584,Noida Link Road,2,70,46.75,"LINESTRING(77.27481 28.62601,77.27502 28.62563)",32.5,34.4,34.8,8.4,119,0.1646,5.18,4.84,1.31,1.02,21,23,26,28,30,31,32,32,33,35,36,36,37,38,39,40,41,44,47
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201890627584,1285520201890627584,Noida Link Road,2,70,46.75,"LINESTRING(77.27481 28.62601,77.27502 28.62563)",18.2,26.4,28.9,13.3,164,0.2175,9.26,5.82,6.84,1.95,8,9,11,12,14,16,18,21,26,29,32,33,34,36,37,38,40,42,46
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201890627584,1285520201890627584,Noida Link Road,2,70,46.75,"LINESTRING(77.27481 28.62601,77.27502 28.62563)",32.5,34.5,34.7,9.2,99,0.1664,5.17,4.85,1.31,1.1,21,24,27,28,29,30,31,32,34,35,36,37,37,38,38,40,41,44,47
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201902718976,1285520201902718976,Noida Link Road,2,50,246.0,"LINESTRING(77.27502 28.62563,77.27563 28.62472,77.27631 28.62373)",34.3,36.8,37.0,7.7,764,0.9935,25.83,23.94,11.03,1.15,25,28,29,30,32,34,35,36,36,37,38,39,40,41,42,44,44,46,49
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201902718976,1285520201902718976,Noida Link Road,2,50,246.0,"LINESTRING(77.27502 28.62563,77.27563 28.62472,77.27631 28.62373)",40.4,42.7,43.5,7.7,643,0.7938,21.92,20.36,8.78,1.01,31,33,36,37,38,39,41,42,43,44,44,44,45,47,48,49,50,51,54
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520201902718976,1285520201902718976,Noida Link Road,2,50,246.0,"LINESTRING(77.27502 28.62563,77.27563 28.62472,77.27631 28.62373)",35.2,38.1,38.3,8.4,676,0.935,25.17,23.12,10.93,1.15,23,28,30,31,33,35,36,37,37,38,40,41,43,44,44,45,47,48,50
